sku,row_type,name,brand,category,sheet,status,finding,caveat,facts_scored,copy_enriched,prose_words,bullets,spec_rows,spec_rows_informative,meta_len,has_short_desc,has_image,gallery_images,has_dimensions,model_number,status_published,import_evidence,supplier_sheet,research_file,finding_theme
IMG/OVE/00027,top,Connection Kit,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,RATIONAL COMBI STEAMERS,Sources disagree,"The only datasheet on file is for RATIONAL part 60.70.464, which is not this connection kit. Needs the datasheet for the part we stock.",,,0,0,0,0,0,0,1,1,0,0,,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md;rational-research.md,Model code / identity
IMG/OVE/00028,top,Cross N Stripe Grill,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,79,6,7,6,113,1,1,0,0,,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00028,variant,Cross N Stripe Grill [23-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,60.73.801,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00029,variant,Cross N Stripe Grill [11-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,60.73.314,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",variant-children-gap-research.md,
IMG/OVE/00031,top,Granite-Enameled Container,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,82,6,7,6,127,1,1,0,0,,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",variant-children-gap-research.md,
IMG/OVE/00034,variant,Granite-Enameled Container [23-gn/20-mm],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,1,6014.2302,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00035,variant,Granite-Enameled Container [23-gn/60-mm],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,1,6014.2306,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",variant-children-gap-research.md,
IMG/OVE/00031,variant,Granite-Enameled Container [11-gn/20-mm],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,1,6014.1102,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",variant-children-gap-research.md,
IMG/OVE/00032,variant,Granite-Enameled Container [11-gn/60-mm],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,1,6014.1106,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",variant-children-gap-research.md,
IMG/OVE/00033,top,GRANITE-ENAMELED 2/1GN 60mm,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,52,5,8,7,155,1,1,0,1,6014.2106,archived,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
IMG/OVE/00036,top,Grill and Tandoori Skewer Frame 1/1GN,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,57,5,6,5,146,1,1,3,0,60.72.224,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
IMG/OVE/00038,top,Grilling and Pizza Tray,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,76,4,5,4,127,1,1,2,0,,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00039,variant,Grilling and Pizza Tray [23-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,60.73.798,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00038,variant,Grilling and Pizza Tray [11-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,60.70.943,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00040,top,Grilling and Roasting Platter 1/1 GN,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,64,4,7,6,152,1,1,0,0,60.71.617,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
IMG/OVE/00041,top,High Grade Grid 2/3 GN,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,62,4,6,5,144,1,1,0,0,6010.2301,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md;rational-research.md,
IMG/OVE/00042,top,Transport Trolley for Mobile Oven Rack,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,74,4,4,3,149,1,1,2,0,60.22.086,draft,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
IMG/OVE/00043,top,Mobile Plate Rack,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,66,5,7,6,156,1,1,0,0,60.61.047,draft,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md,
IMG/OVE/00047,top,Multibaker,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,87,5,7,6,157,1,1,0,0,,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00049,variant,Multibaker [13-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,60.73.764,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-research.md,
IMG/OVE/00048,variant,Multibaker [23-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,60.73.646,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00047,variant,Multibaker [11-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,60.71.157,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00051,top,Perforated Baking Tray,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,92,5,6,5,123,1,1,0,0,,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00051,variant,Perforated Baking Tray [11-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,6015.1103,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00050,variant,Perforated Baking Tray [bakery-standard],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,6015.1000,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-research.md,
IMG/OVE/00054,top,Potato Baker 1/1GN,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,54,5,8,7,158,1,1,0,0,6035.1019,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md;rational-research.md,
IMG/OVE/00055,top,Rib Grid 1/1GN,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,65,4,7,6,152,1,1,0,0,6035.1018,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md;rational-research.md,
IMG/OVE/00058,top,Roasting and Baking Tray,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,70,5,7,6,157,1,1,1,0,,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-research.md;variant-children-gap-research.md,
IMG/OVE/00060,variant,Roasting and Baking Tray [23-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,60.73.671,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",,
IMG/OVE/00058,variant,Roasting and Baking Tray [11-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,6013.1103,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-research.md;variant-children-gap-research.md,
IMG/OVE/00059,variant,Roasting and Baking Tray [21-gn],RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,0,0,0,0,0,0,0,1,,0,6013.2103,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-research.md,
IMG/OVE/00064,top,Rational SS Grid 1/1GN,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,64,4,6,5,148,1,1,0,0,6010.1101,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md;rational-research.md,
IMG/OVE/00108,top,PERFORATED CONTAINER 1/1 GN 55mm,RATIONAL,Rational Combi Steamers > Rational Oven Accessories,,Complete,,,,1,66,4,7,6,145,1,1,0,0,6015.1165,published,,"RATIONAL ACCESSORIES (14), XS RATIONAL ACCESSORIES (9)",rational-rancilio-kef-gaps-research.md;rational-research.md,
IMG/HYS/00237,top,Detergent Spot Remover,RIMPAR,Floor Care & Cleaning > Cleaning Chemicals,FLOOR CARE & CLEANING,Our records only,no external source published - written from our own records,,,1,62,3,4,2,118,1,0,0,0,FM180-200,archived,,,broaster-geneva-rimpar-research.md,Other spec value
IMG/HYS/00238,top,Detergent Parfum,RIMPAR,Floor Care & Cleaning > Cleaning Chemicals,FLOOR CARE & CLEANING,Our records only,no external source published - written from our own records,,,1,58,3,4,2,118,1,0,0,0,PARFUM,archived,,,broaster-geneva-rimpar-research.md,Other spec value
IMG/HYS/00239,top,Carpet Shampoo 20 Lts,RIMPAR,Floor Care & Cleaning > Cleaning Chemicals,FLOOR CARE & CLEANING,Our records only,no external source published - written from our own records,,,1,51,3,4,2,115,1,0,0,0,SHAMPOO,archived,,,broaster-geneva-rimpar-research.md,Other spec value
IMG/HYS/00271,top,Steam Cleaner,RIMPAR,Floor Care & Cleaning > Carpet Cleaning,FLOOR CARE & CLEANING,Our records only,no external source published - written from our own records,,,1,49,3,4,2,113,1,0,0,0,ECO 400,archived,,,broaster-geneva-rimpar-research.md,Other spec value
IMG/HYS/00098,top,Taski Aero 8 UK,TASKI,Floor Care & Cleaning > Vacuum Cleaners,,Complete,,,,1,119,6,19,16,151,1,1,1,1,7524255,published,,,taski-research.md,
IMG/HYS/00100,top,Taski Aero 8/15 Disp. Fleece Bags 10PC,TASKI,Floor Care & Cleaning > Filters & Bags,,Complete,,,,1,88,3,6,5,130,1,1,0,0,7524288,published,,,taski-research.md,
IMG/HYS/00101,top,Taski Aero 8/15 Filter Paper Bags 10PC,TASKI,Floor Care & Cleaning > Filters & Bags,,Complete,,,,1,82,3,5,4,131,1,1,0,0,7524289,published,,,taski-research.md,
IMG/HYS/00103,top,Taski Aero 15 Plus UK,TASKI,Floor Care & Cleaning > Vacuum Cleaners,,Complete,,,,1,114,6,19,16,149,1,1,1,1,7524258,published,,,taski-research.md,
IMG/HYS/00106,top,Taski Go UK,TASKI,Floor Care & Cleaning > Vacuum Cleaners,,Complete,,,,1,105,6,20,17,144,1,1,3,1,7524187,archived,,,taski-research.md,
IMG/HYS/00107,top,Taski Go Filter Paper Bags 10PC,TASKI,Floor Care & Cleaning > Filters & Bags,,Complete,,,,1,56,3,6,5,125,1,1,0,0,7524191,archived,,,taski-research.md,
IMG/HYS/00108,top,Taski Go Basic Accessory Set 32MM,TASKI,Floor Care & Cleaning > Hoses & Accessory Sets,,Complete,,,,1,58,3,5,4,142,1,1,0,0,7524189,archived,,,taski-research.md,
IMG/HYS/00109,top,Taski Aero BP E UK,TASKI,Floor Care & Cleaning > Vacuum Cleaners,,Complete,,,,1,145,6,15,12,156,1,1,1,1,7524495,archived,,,taski-research.md,
IMG/HYS/00110,top,Taski Aero BP B Li-Ion,TASKI,Floor Care & Cleaning > Vacuum Cleaners,,Complete,,,,1,144,6,17,14,147,1,1,1,1,7524498,published,,,taski-research.md,
IMG/HYS/00111,top,Taski Aero Telescopic Tube 32MM,TASKI,Floor Care & Cleaning > Hoses & Accessory Sets,,Complete,,,,1,74,4,6,5,137,1,1,0,0,7524295,archived,,,taski-research.md,
IMG/HYS/00112,top,Taski Aero BP Suction Hose 1.5M,TASKI,Floor Care & Cleaning > Hoses & Accessory Sets,,Complete,,,,1,66,3,5,4,136,1,0,0,0,7524502,archived,,,taski-research.md,
IMG/HYS/00113,top,Taski Aero BP Disp. Fleece Bags 10PC,TASKI,Floor Care & Cleaning > Filters & Bags,,Complete,,,,1,70,3,5,4,132,1,1,0,0,7524500,archived,,,taski-research.md,
IMG/HYS/00114,top,Taski Aero BP Motor Foam Filter,TASKI,Floor Care & Cleaning > Filters & Bags,,Complete,,,,1,74,3,5,4,132,1,0,0,0,7524501,archived,,,taski-research.md,
IMG/HYS/00118,top,Taski Vacumat 22 UK,TASKI,Floor Care & Cleaning > Vacuum Cleaners,,Complete,,,,1,138,6,16,13,157,1,1,1,1,7517929,published,,,taski-research.md,
IMG/HYS/00119,top,Set Wet Vacuum Cleaning Premium,TASKI,Floor Care & Cleaning > Hoses & Accessory Sets,,Complete,,,,1,68,3,5,4,145,1,1,0,0,8504480,published,,,taski-research.md,
IMG/HYS/00120,top,Pa of 10 Double Filter Bags,TASKI,Floor Care & Cleaning > Filters & Bags,,Complete,,,,1,59,3,5,4,140,1,1,0,0,8504940,published,,,taski-research.md,
IMG/HYS/00121,top,30014-61 Filter (10 Parts),TASKI,Floor Care & Cleaning > Filters & Bags,,Complete,,,,1,68,3,5,4,149,1,1,0,0,4091150,published,,,taski-research.md,
IMG/HYS/00124,top,Fixomat for Vacumat 44T,TASKI,Floor Care & Cleaning > Filters & Bags,,Complete,,,,1,87,4,5,4,149,1,1,0,0,8505420,published,,,taski-research.md,
IMG/HYS/00127,top,Taski Vacuum Cleaner Vacumat 44T UK,TASKI,Floor Care & Cleaning > Vacuum Cleaners,,Complete,,,,1,143,6,16,13,155,1,1,1,1,7518178,published,,,taski-research.md,
IMG/HYS/00133,top,Driving Disc Ergodisc D43,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,105,4,7,6,142,1,1,0,0,8504410,published,,,taski-research.md,
IMG/HYS/00134,top,Scrubbing Brush Uni 43,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,73,4,8,7,157,1,1,0,0,8504750,published,,,taski-research.md,
IMG/HYS/00135,top,Taski Water Tank for Ergodisc Single Disc Machines,TASKI,Floor Care & Cleaning > Hoses & Accessory Sets,,Complete,,,,1,155,5,6,5,150,1,1,0,0,8504390,published,,,taski-research.md,
IMG/HYS/00136,top,Taski Floor Scrubber Ergodisc 165 UK,TASKI,Floor Care & Cleaning > Single Disc Machines,,Complete,,,,1,149,6,17,14,156,1,1,5,1,8003820,published,,,taski-research.md,
IMG/HYS/00140,top,Taski Foam Generator FG2,TASKI,Floor Care & Cleaning > Sprayers & Foam Generators,,Complete,,,,1,142,6,11,8,156,1,1,0,1,FG2,published,,,taski-research.md,
IMG/HYS/00141,top,Shampooing Brush Dry D43,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,86,5,7,6,157,1,1,0,0,8504830,published,,,taski-research.md,
IMG/HYS/00142,top,Shampooing Brush Wet D43,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,66,4,7,6,154,1,1,0,0,8504860,published,,,taski-research.md,
IMG/HYS/00143,top,Hand Shampooing Set,TASKI,Floor Care & Cleaning > Hoses & Accessory Sets,,Complete,,,,1,78,4,5,4,152,1,1,0,0,8505010,published,,,taski-research.md,
IMG/HYS/00148,top,Taski Ergodisc Duo,TASKI,Floor Care & Cleaning > Single Disc Machines,,Complete,,,,1,137,6,16,13,149,1,1,1,1,8003990,published,,,taski-research.md,
IMG/HYS/00152,top,High-Speed Driving Disc 43/01,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,86,3,7,6,149,1,1,0,0,7510030,published,,,taski-research.md,
IMG/HYS/00160,top,Pad Driver 43CM,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,97,3,6,5,147,1,1,0,0,7510829,published,,,taski-research.md,
IMG/HYS/00170,top,Taski Sprayer BP 15 Li-Ion,TASKI,Floor Care & Cleaning > Sprayers & Foam Generators,,Complete,,,,1,146,6,16,13,135,1,1,2,1,7524819,archived,,,taski-research.md,
IMG/HYS/00172,top,Accessories Set Aquamat 20/PROCARPET,TASKI,Floor Care & Cleaning > Hoses & Accessory Sets,,Complete,,,,1,73,3,6,5,154,1,1,0,0,8505160,published,,,taski-research.md,
IMG/HYS/00218,top,Kit Dry Vacuum Cleaning Vacuum 22,TASKI,Floor Care & Cleaning > Hoses & Accessory Sets,,Complete,,,,1,75,3,4,3,142,1,1,0,0,8504930,published,,,taski-research.md,
IMG/HYS/00226,top,Scrubbing Brush Abrasive 43,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,109,5,5,3,148,1,1,0,0,,archived,,,taski-research.md,
IMG/HYS/00228,top,Taski Aquamat 20.01 UK,TASKI,Floor Care & Cleaning > Carpet Cleaning,,Complete,,,,1,156,6,16,13,152,1,1,0,1,8003470,published,,,taski-research.md,
IMG/HYS/00229,top,Filter Cloth with Ring for Vacumat 44T,TASKI,Floor Care & Cleaning > Filters & Bags,FLOOR CARE & CLEANING,"Data on file, not yet listed",The TASKI Vacumat accessory sheet is on file; the listing text has not been written from it yet.,,,0,0,0,0,0,0,1,1,0,0,,archived,,,taski-research.md,Other spec value
IMG/HYS/00230,top,Accessories Set for Aquamat 10.1,TASKI,Floor Care & Cleaning > Hoses & Accessory Sets,FLOOR CARE & CLEANING,No supplier data,The contents of the Aquamat 10.1 accessory set are not published.,,,0,0,0,0,0,0,1,1,0,0,,draft,,,taski-research.md,Other spec value
IMG/HYS/00240,top,Set of Dry Vacuums Taski Vacumat 12,TASKI,Floor Care & Cleaning > Hoses & Accessory Sets,FLOOR CARE & CLEANING,Complete,,thin listing,2,1,62,3,4,3,120,1,1,0,0,8504500,archived,,,taski-research.md,
IMG/HYS/00248,top,Taski Swingo 250 Micro,TASKI,Floor Care & Cleaning > Scrubber Dryers,,Complete,,,,1,147,6,20,17,149,1,1,6,1,7524889,published,,,taski-research.md,
IMG/HYS/00249,top,Pad Driver 28CM,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,55,3,6,5,152,1,1,0,0,7510634,published,,,taski-research.md,
IMG/HYS/00250,top,Scrubbing Brush 28,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,62,3,7,6,153,1,1,0,0,7519395,archived,,,taski-research.md,
IMG/HYS/00251,top,"BATTERY TRACTION 6V, 180Ah/5",TASKI,Floor Care & Cleaning > Batteries & Chargers,,Complete,,,,1,110,4,8,7,154,1,1,0,0,7514962,published,,,taski-research.md,
IMG/HYS/00252,top,Taski Balimat 45 Sweeper,TASKI,Floor Care & Cleaning > Sweepers,,Complete,,,,1,142,6,9,6,153,1,1,0,1,8004690,archived,,,taski-research.md,
IMG/HYS/00253,top,Taski Balimat 3300 RTU Sweeper,TASKI,Floor Care & Cleaning > Sweepers,,Complete,,,,1,121,6,17,14,159,1,1,7,1,7524906,published,,,taski-research.md,
IMG/HYS/00254,top,BATTERY TRACTION BLOCK 12V 76Ah/5,TASKI,Floor Care & Cleaning > Batteries & Chargers,,Complete,,,,1,108,4,7,6,130,1,1,0,0,7520152,published,,,taski-research.md,
IMG/HYS/00255,top,Center Broom B3300,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,81,3,6,5,144,1,1,1,0,7524909,published,,,taski-research.md,
IMG/HYS/00256,top,Side Broom B3300,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,81,3,6,5,141,1,1,0,0,7524910,published,,,taski-research.md,
IMG/HYS/00257,top,Brush 225MM 2PC,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,57,3,6,5,135,1,1,0,0,7524893,published,,,taski-research.md,
IMG/HYS/00258,top,Disc Drive 225MM 2PC,TASKI,Floor Care & Cleaning > Brushes & Pads,,Complete,,,,1,65,4,6,5,141,1,1,0,0,7524894,published,,,taski-research.md,
IMG/HYS/00259,top,NX LI-ON BATTERY 37V 8100M 8.1 Ah,TASKI,Floor Care & Cleaning > Batteries & Chargers,,Complete,,,,1,77,6,9,8,136,1,1,0,0,7524891,published,,,taski-research.md,
IMG/HYS/00260,top,NX Charger 100-240V/50/60HZ,TASKI,Floor Care & Cleaning > Batteries & Chargers,,Complete,,,,1,97,3,7,6,135,1,1,0,0,7524892,published,,,taski-research.md,
IMG/HYS/00261,top,Taski Swingo 2100 Micro BMS UK,TASKI,Floor Care & Cleaning > Scrubber Dryers,,Complete,,,,1,141,6,21,18,153,1,1,0,1,7523422,archived,,,taski-research.md,
IMG/STO/00001,top,PVC Shelves 910 Cambro,CAMBRO,Storage & Food Transport > Shelving & Racking,STORAGE & FOOD TRANSPORT,Complete,,thin listing,9,0,0,9,0,0,0,1,1,2,1,CB4213672V4580,published,,CAMBRO (1),cambro-research.md,
IMG/STO/00005,top,Chrome Wire Shelving 1220,OEM SHEFFIELD,Storage & Food Transport > Shelving & Racking,,Complete,,,,1,18,3,4,1,107,1,1,0,1,JW-N4821,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,
IMG/STO/00007,top,PVC Shelves Vented 1060 Perfect,OEM SHEFFIELD,Storage & Food Transport > Shelving & Racking,,Complete,,,,1,19,3,4,1,113,1,1,0,1,JW-P4221,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",cambro-research.md;oem-sheffield-research.md,
IMG/STO/00008,top,PVC Shelves Vented 1220 Perfect,OEM SHEFFIELD,Storage & Food Transport > Shelving & Racking,,Complete,,,,1,19,3,4,1,113,1,1,0,1,JW-P4821,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",oem-sheffield-research.md,
IMG/STO/00009,top,PVC Shelves Vented 910 Perfect,OEM SHEFFIELD,Storage & Food Transport > Shelving & Racking,,Complete,,,,1,19,3,4,1,111,1,1,0,1,JW-P3621,published,,"GUANGZHOU (8), HY (2), KASSIDYxx (2), ELABORATEXxx (2)",house-brand-suppliers-research.md;oem-sheffield-research.md,
IMG/STO/00011,top,Dining Carts SS 2 Tier,HK-REDLINE,Storage & Food Transport > Trolleys & Carts,STORAGE & FOOD TRANSPORT,Complete,,thin listing,2,1,18,2,3,0,84,1,1,0,1,HK-DC-M2A,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/STO/00012,top,Dining Carts SS 3 Tier,HK-REDLINE,Storage & Food Transport > Trolleys & Carts,STORAGE & FOOD TRANSPORT,Complete,,thin listing,2,1,18,2,3,0,84,1,1,0,1,HK-DC-M3A,published,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/STO/00013,top,Trolley for Dish Washer Rack H Kitchen,HK-REDLINE,Storage & Food Transport > Trolleys & Carts,STORAGE & FOOD TRANSPORT,Complete,,thin listing,2,1,18,2,3,0,90,1,0,0,1,HK-113103,draft,,"H KITCHEN (43), KASSIDYxx (2)",hk-redline-research.md,
IMG/TCW/00355,top,Stock Pot 17 Litres EI2828,KITCHENWARE,Kitchen Smalls > Pots & Pans,KITCHEN SMALLS,Complete,,thin listing,1,1,18,1,4,1,103,1,1,0,1,SDI2828,published,,WANHUI (4),kitchenware-research.md,
IMG/TCW/00363,top,Stock Pot 12 Litres EI2525,WANHUI,Kitchen Smalls > Pots & Pans,KITCHEN SMALLS,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,1,0,0,SDI2525,published,,,kitchenware-research.md;oem-placeholder-brands-research.md,Nothing published
IMG/TCW/00368,top,Stock Pot 36 Litres EI3636,KITCHENWARE,Kitchen Smalls > Pots & Pans,KITCHEN SMALLS,Complete,,thin listing,1,1,18,1,4,1,103,1,1,0,1,SDI3636,published,,WANHUI (4),kitchenware-research.md,
IMG/TCW/00386,top,Stock Pot 12 Litres CSP 2525,KITCHENWARE,Kitchen Smalls > Pots & Pans,KITCHEN SMALLS,Complete,,thin listing,1,1,18,1,4,1,97,1,1,0,1,CSP 2525,published,,WANHUI (4),kitchenware-research.md;oem-placeholder-brands-research.md,
IMG/TCW/00388,top,Stock Pot 71 Litres CSP 4545,KITCHENWARE,Kitchen Smalls > Pots & Pans,KITCHEN SMALLS,Complete,,thin listing,1,1,19,1,4,1,105,1,1,0,1,SDI4545,published,,WANHUI (4),kitchenware-research.md,
IMG/TCW/00389,top,Stock Pot 50 Litres CSP 4040,KITCHENWARE,Kitchen Smalls > Pots & Pans,KITCHEN SMALLS,Complete,,thin listing,1,1,19,1,4,1,105,1,1,0,1,SDI4040,published,,WANHUI (4),kitchenware-research.md,
IMG/TCW/00354,top,High Sauce Pan 10 Litres E22816,KITCHENWARE,Kitchen Smalls > Pots & Pans,KITCHEN SMALLS,Complete,,thin listing,1,1,19,1,4,1,108,1,1,0,1,SD22816,published,,WANHUI (4),kitchenware-research.md,
IMG/TCW/00357,top,High Sauce Pan 6.5 Litres E22414,KITCHENWARE,Kitchen Smalls > Pots & Pans,KITCHEN SMALLS,Complete,,thin listing,1,1,19,1,4,1,109,1,1,0,1,SD22414,published,,WANHUI (4),kitchenware-research.md,
IMG/TCW/00382,top,High Sauce Pan 4 Litres,KITCHENWARE,Kitchen Smalls > Pots & Pans,,Complete,,,,1,18,2,4,1,100,1,1,0,1,SD22013,published,,WANHUI (4),kitchenware-research.md,
IMG/TCW/00519,top,High Sauce Pan 8.5 Litres SS 25X18,KITCHENWARE,Kitchen Smalls > Pots & Pans,KITCHEN SMALLS,Complete,,thin listing,1,1,20,1,4,1,111,1,1,0,1,SDI2518,published,,WANHUI (4),kitchenware-research.md,
IMG/TCW/00520,top,High Sauce Pan 18 Litres SS 32X22,KITCHENWARE,Kitchen Smalls > Pots & Pans,KITCHEN SMALLS,Complete,,thin listing,1,1,20,1,4,1,110,1,1,0,1,SDI3222,published,,WANHUI (4),kitchenware-research.md,
IMG/TCW/00006,top,Casserole High Andyman 58122,ANDYMAN,Kitchen Smalls > Pots & Pans,KITCHEN SMALLS,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,0,0,0,58122,archived,,,oem-placeholder-brands-research.md,Nothing published
IMG/TCW/00366,top,Casserole 24 Litres E13624,WANHUI,Kitchen Smalls > Pots & Pans,KITCHEN SMALLS,No supplier data,no source located - no description and no specification table,,,0,0,0,0,0,0,1,1,0,0,SDI3624,published,,,kitchenware-research.md;oem-placeholder-brands-research.md,Nothing published
